id_discente,codigo,timestamp
999012,QXD0021,2023-08-01
999012,QXD0116_APROVADO,2023-12-01
999012,QXD0014_APROVADO,2023-12-01
999012,QXD0011_APROVADO,2023-12-01
999012,QXD0016_APROVADO,2023-12-01
999012,QXD0041_APROVADO,2023-12-01
999012,QXD0021_APROVADO,2023-12-01
999013,Iniciou,2021-01-01
999013,QXD0005,2021-02-01
999013,QXD0103,2021-02-01
999013,QXD0001,2021-02-01
999013,QXD0108,2021-02-01
999013,QXD0056,2021-02-01
999013,QXD0109,2021-02-01
999013,QXD0005_APROVADO,2021-06-01
999013,QXD0103_APROVADO,2021-06-01
999013,QXD0001_APROVADO,2021-06-01
999013,QXD0108_APROVADO,2021-06-01
999013,QXD0056_APROVADO,2021-06-01
999013,QXD0109_APROVADO,2021-06-01
999013,QXD0010,2021-08-01
